"","X","Speaker","Gloss","Date"
"23000",26557,"MOT","you have_to get them .","26-AUG-1964"
"23001",26558,"MOT","they're all down the beach .","26-AUG-1964"
"23002",26559,"CHI","xxx xxx .","26-AUG-1964"
"23003",26560,"CHI","I got them .","26-AUG-1964"
"23004",26561,"MOT","yeah .","26-AUG-1964"
"23005",26562,"CHI","over here .","26-AUG-1964"
"23006",26563,"MOT","yeah .","26-AUG-1964"
"23007",26564,"CHI","xxx em .","26-AUG-1964"
"23008",26565,"CHI","I wiped it off .","26-AUG-1964"
"23009",26566,"MOT","yeah you did good .","26-AUG-1964"
"23010",26567,"CHI","Mommy you wipe off .","26-AUG-1964"
"23011",26568,"MOT","wipe what off ?","26-AUG-1964"
"23012",26569,"CHI","wipe my boo+boo off .","26-AUG-1964"
"23013",26570,"MOT","let me see .","26-AUG-1964"
"23014",26571,"CHI","see ?","26-AUG-1964"
"23015",26572,"CHI","xxx .","26-AUG-1964"
"23016",26573,"MOT","uhhuh .","26-AUG-1964"
"23017",26574,"CHI","don't a scratch it .","26-AUG-1964"
"23018",26575,"CHI","because it is hurts .","26-AUG-1964"
"23019",26576,"MOT","no I won't scratch it .","26-AUG-1964"
"23020",26577,"CHI","is hurts .","26-AUG-1964"
"23021",26578,"MOT","it hurts ?","26-AUG-1964"
"23022",26579,"MOT","how did you do that ?","26-AUG-1964"
"23023",26580,"CHI","-um xxx the street .","26-AUG-1964"
"23024",26581,"MOT","out in the street ?","26-AUG-1964"
"23025",26582,"CHI","yeah .","26-AUG-1964"
"23026",26583,"MOT","what street ?","26-AUG-1964"
"23027",26584,"CHI","this street in the middle .","26-AUG-1964"
"23028",26585,"MOT","in the middle ?","26-AUG-1964"
"23029",26586,"MOT","oh .","26-AUG-1964"
"23030",26587,"MOT","what were you doing out there ?","26-AUG-1964"
"23031",26588,"MOT","you're not supposed to be out there are you ?","26-AUG-1964"
"23032",26589,"CHI","yes .","26-AUG-1964"
"23033",26590,"MOT","oh .","26-AUG-1964"
"23034",26591,"CHI","xxx Mommy .","26-AUG-1964"
"23035",26592,"MOT","what ?","26-AUG-1964"
"23036",26593,"CHI","it's gone .","26-AUG-1964"
"23037",26594,"CHI","it's gone .","26-AUG-1964"
"23038",26595,"MOT","what's gone ?","26-AUG-1964"
"23039",26596,"CHI","my boo+boo gone .","26-AUG-1964"
"23040",26597,"MOT","yeah .","26-AUG-1964"
"23041",26598,"CHI","my boo+boo gone .","26-AUG-1964"
"23042",26599,"MOT","it's getting better .","26-AUG-1964"
"23043",26600,"CHI","yeah .","26-AUG-1964"
"23044",26601,"CHI","its hurts like that .","26-AUG-1964"
"23045",26602,"CHI","xxx my Daddy painting any more .","26-AUG-1964"
"23046",26603,"CHI","okay ?","26-AUG-1964"
"23047",26604,"MOT","your Daddy what ?","26-AUG-1964"
"23048",26605,"CHI","xxx painting any more .","26-AUG-1964"
"23049",26606,"MOT","Daddy isn't painting any more ?","26-AUG-1964"
"23050",26607,"CHI","yeah .","26-AUG-1964"
"23051",26608,"MOT","oh .","26-AUG-1964"
"23052",26609,"CHI","I want wash my baby feets .","26-AUG-1964"
"23053",26610,"MOT","okay .","26-AUG-1964"
"23054",26611,"MOT","they're nice and clean .","26-AUG-1964"
"23055",26612,"CHI","xxx go brush her .","26-AUG-1964"
"23056",26613,"MOT","gonna brush his hair ?","26-AUG-1964"
"23057",26614,"CHI","yeah .","26-AUG-1964"
"23058",26615,"CHI","he going go go swimming .","26-AUG-1964"
"23059",26616,"CHI","he xxx .","26-AUG-1964"
"23060",26617,"CHI","xxx take this off .","26-AUG-1964"
"23061",26618,"MOT","oh that doesn't come off .","26-AUG-1964"
"23062",26619,"MOT","he hasn't got a bathing+suit like you .","26-AUG-1964"
"23063",26620,"CHI","I know it .","26-AUG-1964"
"23064",26621,"MOT","huh ?","26-AUG-1964"
"23065",26622,"CHI","I know it somebody xxx for him .","26-AUG-1964"
"23066",26623,"MOT","yeah .","26-AUG-1964"
"23067",26624,"CHI","xxx .","26-AUG-1964"
"23068",26625,"CHI","xxx wash her .","26-AUG-1964"
"23069",26626,"MOT","you gonna wash his hands ?","26-AUG-1964"
"23070",26627,"CHI","he got bang there .","26-AUG-1964"
"23071",26628,"MOT","he's got a bang ?","26-AUG-1964"
"23072",26629,"MOT","how'd he get the bang ?","26-AUG-1964"
"23073",26630,"CHI","right here .","26-AUG-1964"
"23074",26631,"MOT","how'd he do it ?","26-AUG-1964"
"23075",26632,"CHI","on the on the floor .","26-AUG-1964"
"23076",26633,"MOT","on the floor ?","26-AUG-1964"
"23077",26634,"CHI","yeah .","26-AUG-1964"
"23078",26635,"MOT","oh .","26-AUG-1964"
"23079",26636,"CHI","xxx he cried .","26-AUG-1964"
"23080",26637,"MOT","he cried ?","26-AUG-1964"
"23081",26638,"MOT","do you cry when you get a boo+boo ?","26-AUG-1964"
"23082",26639,"MOT","when you fell down ?","26-AUG-1964"
"23083",26640,"MOT","do you cry ?","26-AUG-1964"
"23084",26641,"CHI","he xxx he xxx .","26-AUG-1964"
"23085",26642,"MOT","no ?","26-AUG-1964"
"23086",26643,"CHI","yes .","26-AUG-1964"
"23087",26644,"MOT","oh he does ?","26-AUG-1964"
"23088",26645,"CHI","yeah .","26-AUG-1964"
"23089",26646,"MOT","oh .","26-AUG-1964"
"23090",26647,"CHI","he knock on a door .","26-AUG-1964"
"23091",26648,"MOT","he knocks on the door ?","26-AUG-1964"
"23092",26649,"CHI","knock_knocko who's there ?","26-AUG-1964"
"23093",26650,"CHI","I xxx him xxx .","26-AUG-1964"
"23094",26651,"MOT","yeah .","26-AUG-1964"
"23095",26652,"CHI","where where's a brush ?","26-AUG-1964"
"23096",26653,"MOT","-um let me see now .","26-AUG-1964"
"23097",26654,"MOT","I don't know .","26-AUG-1964"
"23098",26655,"MOT","what did you do with it ?","26-AUG-1964"
"23099",26656,"MOT","did you have the brush ?","26-AUG-1964"
"23100",26657,"MOT","oh let me see your hand .","26-AUG-1964"
"23101",26658,"MOT","come here .","26-AUG-1964"
"23102",26659,"MOT","what happened there ?","26-AUG-1964"
"23103",26660,"CHI","I got a cut .","26-AUG-1964"
"23104",26661,"MOT","huh ?","26-AUG-1964"
"23105",26662,"CHI","I got a cut .","26-AUG-1964"
"23106",26663,"MOT","how'd ya get the cut ?","26-AUG-1964"
"23107",26664,"CHI","-um on the swing .","26-AUG-1964"
"23108",26665,"CHI","xxx xxx pushing that .","26-AUG-1964"
"23109",26666,"CHI","my woman .","02-SEP-1964"
"23110",26667,"MOT","where's ya what ?","02-SEP-1964"
"23111",26668,"CHI","my woman .","02-SEP-1964"
"23112",26669,"MOT","yer woman's right there .","02-SEP-1964"
"23113",26670,"CHI","hey where's my doggie .","02-SEP-1964"
"23114",26671,"MOT","what ?","02-SEP-1964"
"23115",26672,"CHI","xxx may doggie .","02-SEP-1964"
"23116",26673,"MOT","I don't know .","02-SEP-1964"
"23117",26674,"CHI","xxx ?","02-SEP-1964"
"23118",26675,"MOT","ya probably left em on the porch .","02-SEP-1964"
"23119",26676,"MOT","did you ?","02-SEP-1964"
"23120",26677,"MOT","do you want to come to the table and play ?","02-SEP-1964"
"23121",26681,"CHI","xxx popsicles .","02-SEP-1964"
"23122",26682,"CHI","xxx popsicles .","02-SEP-1964"
"23123",26684,"CHI","popsicle .","02-SEP-1964"
"23124",26685,"CHI","I want a popsicle .","02-SEP-1964"
"23125",26686,"CHI","I wanna +/.","02-SEP-1964"
"23126",26687,"MOT","you can't hide anything on you .","02-SEP-1964"
"23127",26688,"MOT","can you .","02-SEP-1964"
"23128",26689,"MOT","do you want me to break it ?","02-SEP-1964"
"23129",26690,"CHI","no .","02-SEP-1964"
"23130",26691,"CHI","want xxx .","02-SEP-1964"
"23131",26692,"CHI"," this big Mommy .","02-SEP-1964"
"23132",26693,"CHI","I want this big .","02-SEP-1964"
"23133",26694,"CHI","no .","02-SEP-1964"
"23134",26695,"CHI","I want +/.","02-SEP-1964"
"23135",26696,"MOT","I'm just taking the paper off .","02-SEP-1964"
"23136",26697,"MOT","don't get excited .","02-SEP-1964"
"23137",26699,"CHI","popsicle .","02-SEP-1964"
"23138",26701,"CHI","popsicle .","02-SEP-1964"
"23139",26703,"CHI","-um .","02-SEP-1964"
"23140",26705,"CHI","like orange .","02-SEP-1964"
"23141",26706,"CHI","orange .","02-SEP-1964"
"23142",26709,"CHI","Donna like it too .","02-SEP-1964"
"23143",26711,"CHI","mm .","02-SEP-1964"
"23144",26714,"CHI","she's my friend .","02-SEP-1964"
"23145",26715,"CHI","we we play dolls .","02-SEP-1964"
"23146",26718,"CHI","too .","02-SEP-1964"
"23147",26720,"CHI","I've got that popsicle on right here .","02-SEP-1964"
"23148",26722,"CHI","I've got popsicle on right here .","02-SEP-1964"
"23149",26724,"CHI","xxx .","02-SEP-1964"
"23150",26727,"CHI","0 .","02-SEP-1964"
"23151",26737,"MOT","hey I got something .","02-SEP-1964"
"23152",26738,"MOT","want these ?","02-SEP-1964"
"23153",26739,"MOT","look xxx .","02-SEP-1964"
"23154",26740,"CHI","xxx .","02-SEP-1964"
"23155",26741,"MOT","here take some .","02-SEP-1964"
"23156",26742,"MOT","sit in the chair and I'll tell you something .","02-SEP-1964"
"23157",26743,"MOT","sit here and I'll tell you something .","02-SEP-1964"
"23158",26744,"MOT","now can you paint more -uh paint pencil ?","02-SEP-1964"
"23159",26745,"MOT","would you like that ?","02-SEP-1964"
"23160",26746,"MOT","are ya writing down the address .","02-SEP-1964"
"23161",26748,"MOT","no ?","02-SEP-1964"
"23162",26749,"MOT","somebody's in a good humor today .","02-SEP-1964"
"23163",26750,"MOT","there .","02-SEP-1964"
"23164",26751,"CHI","I want two .","02-SEP-1964"
"23165",26755,"CHI","0 .","02-SEP-1964"
"23166",26756,"MOT","why do you like them ?","02-SEP-1964"
"23167",26757,"CHI"," this .","02-SEP-1964"
"23168",26762,"CHI","yep .","02-SEP-1964"
"23169",26764,"CHI","nope .","02-SEP-1964"
"23170",26766,"CHI","nope .","02-SEP-1964"
"23171",26767,"MOT","when ?","02-SEP-1964"
"23172",26768,"CHI","candy .","02-SEP-1964"
"23173",26770,"CHI","mannyb .","02-SEP-1964"
"23174",26772,"CHI","tannyb .","02-SEP-1964"
"23175",26773,"CHI","tannyb !","02-SEP-1964"
"23176",26774,"CHI","I say em .","02-SEP-1964"
"23177",26775,"CHI","cannyb .","02-SEP-1964"
"23178",26777,"CHI","xxx .","02-SEP-1964"
"23179",26779,"CHI","-uh black one .","02-SEP-1964"
"23180",26782,"CHI","no black ones .","02-SEP-1964"
"23181",26784,"CHI","black ones .","02-SEP-1964"
"23182",26786,"CHI","-uh .","02-SEP-1964"
"23183",26788,"MOT","watch out for that pencil .","02-SEP-1964"
"23184",26792,"CHI","xxx .","02-SEP-1964"
"23185",26795,"CHI","what ?","02-SEP-1964"
"23186",26797,"CHI","-uh -um for breakfast .","02-SEP-1964"
"23187",26798,"MOT","what'd you have ?","02-SEP-1964"
"23188",26799,"CHI","-uh .","02-SEP-1964"
"23189",26801,"CHI","who's that .","02-SEP-1964"
"23190",26803,"CHI","potatoes .","02-SEP-1964"
"23191",26804,"MOT","eggs .","02-SEP-1964"
"23192",26805,"CHI","new .","02-SEP-1964"
"23193",26807,"CHI","cereal .","02-SEP-1964"
"23194",26809,"MOT","what'd you have ?","02-SEP-1964"
"23195",26810,"CHI","a seek .","02-SEP-1964"
"23196",26811,"MOT","0 .","02-SEP-1964"
"23197",26813,"MOT","that's all I been doing today sneezing .","02-SEP-1964"
"23198",26814,"CHI","whipping on me .","02-SEP-1964"
"23199",26817,"CHI","yeah .","02-SEP-1964"
"23200",26819,"CHI","on my hand .","02-SEP-1964"
"23201",26820,"MOT","what happens when it drips on your hand ?","02-SEP-1964"
"23202",26821,"CHI","ah .","02-SEP-1964"
"23203",26823,"CHI","yeah .","02-SEP-1964"
"23204",26825,"CHI","no it's not .","02-SEP-1964"
"23205",26827,"CHI","-uh I want to go .","02-SEP-1964"
"23206",26829,"CHI","-uh .","02-SEP-1964"
"23207",26833,"MOT","there's the cows in the box .","02-SEP-1964"
"23208",26835,"CHI","here .","02-SEP-1964"
"23209",26837,"CHI","0 .","02-SEP-1964"
"23210",26840,"CHI","Mommy .","02-SEP-1964"
"23211",26843,"CHI","a farmer .","02-SEP-1964"
"23212",26845,"CHI","here's a doggie .","02-SEP-1964"
"23213",26847,"CHI","-uh brown .","02-SEP-1964"
"23214",26849,"CHI","oh +...","02-SEP-1964"
"23215",26850,"CHI","I want an orange .","02-SEP-1964"
"23216",26852,"CHI","a chicken .","02-SEP-1964"
"23217",26854,"CHI","a chicken .","02-SEP-1964"
"23218",26855,"CHI","that's a dell +...","02-SEP-1964"
"23219",26857,"CHI","a horsie .","02-SEP-1964"
"23220",26859,"CHI","horsie .","02-SEP-1964"
"23221",26861,"CHI","a horsie .","02-SEP-1964"
"23222",26862,"MOT","no that's not the horsie .","02-SEP-1964"
"23223",26863,"CHI","is too Mommy .","02-SEP-1964"
"23224",26864,"MOT","it is not Mummy get it out of your mouth what's the name of it ?","02-SEP-1964"
"23225",26865,"MOT","what is it ?","02-SEP-1964"
"23226",26866,"CHI","xxx .","02-SEP-1964"
"23227",26868,"CHI","what .","02-SEP-1964"
"23228",26870,"CHI","cow .","02-SEP-1964"
"23229",26871,"CHI","cow .","02-SEP-1964"
"23230",26872,"CHI","cow .","02-SEP-1964"
"23231",26874,"CHI","huh ?","02-SEP-1964"
"23232",26876,"CHI","-uh this .","02-SEP-1964"
"23233",26879,"CHI","huh ?","02-SEP-1964"
"23234",26881,"CHI","this .","02-SEP-1964"
"23235",26883,"CHI","and this huh ?","02-SEP-1964"
"23236",26885,"CHI","and this .","02-SEP-1964"
"23237",26888,"CHI","huh ?","02-SEP-1964"
"23238",26890,"CHI","this .","02-SEP-1964"
"23239",26892,"CHI","what .","02-SEP-1964"
"23240",26894,"CHI","oh .","02-SEP-1964"
"23241",26896,"CHI","I want to race around .","02-SEP-1964"
"23242",26897,"CHI","I want to race around .","02-SEP-1964"
"23243",26899,"CHI","I want to taste an orange .","02-SEP-1964"
"23244",26902,"CHI","a chicken .","02-SEP-1964"
"23245",26903,"CHI","a rooster .","02-SEP-1964"
"23246",26906,"CHI","yeah .","02-SEP-1964"
"23247",26908,"CHI","a horsie .","02-SEP-1964"
"23248",26909,"CHI","a horsie .","02-SEP-1964"
"23249",26910,"CHI","this a horsie .","02-SEP-1964"
"23250",26911,"CHI","xxx .","02-SEP-1964"
"23251",26912,"CHI","here's another one .","02-SEP-1964"
"23252",26914,"CHI","here's another one Courtney .","02-SEP-1964"
"23253",26916,"CHI","Courtney .","02-SEP-1964"
"23254",26919,"CHI","Gloria .","02-SEP-1964"
"23255",26922,"CHI","huh ?","02-SEP-1964"
"23256",26923,"CHI","Carol .","02-SEP-1964"
"23257",26925,"CHI","Courtney .","02-SEP-1964"
"23258",26927,"CHI","no .","02-SEP-1964"
"23259",26929,"CHI","Sarah I told you that before .","02-SEP-1964"
"23260",26931,"CHI","yeah I told you that before .","02-SEP-1964"
"23261",26933,"CHI","xxx they tip over like this .","02-SEP-1964"
"23262",26935,"CHI","yeah .","02-SEP-1964"
"23263",26937,"CHI","tip over .","02-SEP-1964"
"23264",26938,"CHI","tip over .","02-SEP-1964"
"23265",26939,"CHI","tip over I'm going get .","02-SEP-1964"
"23266",26940,"CHI","Mommy where's my popsicle ?","02-SEP-1964"
"23267",26942,"CHI","I want it .","02-SEP-1964"
"23268",26944,"CHI","xxx .","02-SEP-1964"
"23269",26946,"CHI","xxx in the teeth .","02-SEP-1964"
"23270",26947,"CHI","bad black .","02-SEP-1964"
"23271",26948,"CHI","black my teeth are black .","02-SEP-1964"
"23272",26950,"MOT","black .","02-SEP-1964"
"23273",26951,"CHI","my teeth are black .","02-SEP-1964"
"23274",26955,"CHI","-uh .","02-SEP-1964"
"23275",26957,"MOT","oh quite a while ago .","02-SEP-1964"
"23276",26959,"MOT","oh two months ago .","02-SEP-1964"
"23277",26960,"MOT","down at the beach .","02-SEP-1964"
"23278",26961,"MOT","she fell .","02-SEP-1964"
"23279",26962,"MOT","more bumps and bangs .","02-SEP-1964"
"23280",26965,"MOT","how'd you do that ?","02-SEP-1964"
"23281",26966,"CHI","-uh yyy .","02-SEP-1964"
"23282",26968,"CHI","right here .","02-SEP-1964"
"23283",26972,"CHI","-um blood .","02-SEP-1964"
"23284",26973,"MOT","blood .","02-SEP-1964"
"23285",26975,"CHI","I got red do .","02-SEP-1964"
"23286",26976,"CHI","-uh .","02-SEP-1964"
"23287",26977,"CHI","xxx .","02-SEP-1964"
"23288",26979,"CHI","a xxx .","02-SEP-1964"
"23289",26980,"MOT","what ?","02-SEP-1964"
"23290",26981,"CHI","a little stuff on my nose .","02-SEP-1964"
"23291",26982,"MOT","oh you had a little stuff on your nose .","02-SEP-1964"
"23292",26983,"CHI","I want to go out .","02-SEP-1964"
"23293",26989,"CHI","-um .","02-SEP-1964"
"23294",26990,"CHI","-um -uh .","02-SEP-1964"
"23295",26991,"CHI","hold on popsicle .","02-SEP-1964"
"23296",26992,"CHI","don't put it in first .","02-SEP-1964"
"23297",26993,"MOT","don't put it into the refrigerator .","02-SEP-1964"
"23298",26994,"CHI","yeah .","02-SEP-1964"
"23299",26995,"CHI","dump all a stuff out .","02-SEP-1964"
"23300",26996,"CHI","there .","02-SEP-1964"
"23301",26997,"CHI","Mummy .","02-SEP-1964"
"23302",26998,"CHI","yyy .","02-SEP-1964"
"23303",26999,"CHI","my house det there my house .","02-SEP-1964"
"23304",27000,"MOT","what'd you do bite it ?","02-SEP-1964"
"23305",27001,"CHI","no Mummy .","02-SEP-1964"
"23306",27002,"MOT","hm ?","02-SEP-1964"
"23307",27003,"CHI","no .","02-SEP-1964"
"23308",27004,"CHI","didn't bite it .","02-SEP-1964"
"23309",27005,"MOT","what'd you do to it ?","02-SEP-1964"
"23310",27006,"MOT","looks like you ate it .","02-SEP-1964"
"23311",27007,"MOT","were you nibbling on the top of it ?","02-SEP-1964"
"23312",27008,"CHI","-uh .","02-SEP-1964"
"23313",27009,"CHI","uhoh .","02-SEP-1964"
"23314",27010,"CHI","uhoh .","02-SEP-1964"
"23315",27011,"CHI","whe where's my home ?","02-SEP-1964"
"23316",27012,"CHI","I going to pu .","02-SEP-1964"
"23317",27013,"CHI","put this in my -uh -uh in my house .","02-SEP-1964"
"23318",27015,"CHI","oh bobobob .","02-SEP-1964"
"23319",27016,"CHI","them two sizes .","02-SEP-1964"
"23320",27018,"CHI","this way .","02-SEP-1964"
"23321",27019,"CHI","the second xxx .","02-SEP-1964"
"23322",27020,"CHI","two sizes .","02-SEP-1964"
"23323",27021,"CHI","two two sizes .","02-SEP-1964"
"23324",27023,"CHI","xxx ya ya two sizes .","02-SEP-1964"
"23325",27025,"CHI","this xxx .","02-SEP-1964"
"23326",27026,"CHI","two sizes .","02-SEP-1964"
"23327",27030,"CHI","no .","02-SEP-1964"
"23328",27032,"CHI","it's a man .","02-SEP-1964"
"23329",27033,"CHI","it's a yyy .","02-SEP-1964"
"23330",27035,"CHI","it's a man .","02-SEP-1964"
"23331",27038,"CHI","-um sizes .","02-SEP-1964"
"23332",27040,"CHI"," there're two sizes .","02-SEP-1964"
"23333",27041,"CHI"," this a man .","02-SEP-1964"
"23334",27042,"CHI","I like .","02-SEP-1964"
"23335",27043,"CHI","this a woman .","02-SEP-1964"
"23336",27045,"CHI","xxx I find another one .","02-SEP-1964"
"23337",27046,"CHI","you got the cat .","02-SEP-1964"
"23338",27049,"CHI","there I go go for another one .","02-SEP-1964"
"23339",27050,"CHI","I go get another one .","02-SEP-1964"
"23340",27052,"CHI","see see in a dress .","02-SEP-1964"
"23341",27054,"CHI","I slipped .","02-SEP-1964"
"23342",27055,"CHI","yyy you must go to bed .","02-SEP-1964"
"23343",27056,"CHI"," there go go on a bed .","02-SEP-1964"
"23344",27058,"CHI","two sizes .","02-SEP-1964"
"23345",27060,"CHI","I four sizes .","02-SEP-1964"
"23346",27062,"CHI","yeah .","02-SEP-1964"
"23347",27063,"CHI"," them should be in there .","02-SEP-1964"
"23348",27064,"CHI","oh them seen a them seen xxx a yyy seen ad .","02-SEP-1964"
"23349",27065,"CHI","oh dear .","02-SEP-1964"
"23350",27066,"CHI","dingo dongo dingo dongo .","02-SEP-1964"
"23351",27067,"CHI","Percy's feeling well .","02-SEP-1964"
"23352",27068,"CHI","Percy's feel feeling well .","02-SEP-1964"
"23353",27069,"CHI","oh that tickles .","02-SEP-1964"
"23354",27071,"CHI","here some a in box .","02-SEP-1964"
"23355",27072,"CHI","upside down .","02-SEP-1964"
"23356",27073,"CHI","upside down .","02-SEP-1964"
"23357",27076,"CHI","down side down .","02-SEP-1964"
"23358",27077,"MOT","xxx .","02-SEP-1964"
"23359",27078,"CHI","upside down .","02-SEP-1964"
"23360",27079,"CHI","I find it .","02-SEP-1964"
"23361",27080,"CHI","it's all one again .","02-SEP-1964"
"23362",27081,"CHI","I ride a horsie .","02-SEP-1964"
"23363",27082,"CHI","wide ride a horsie .","02-SEP-1964"
"23364",27083,"CHI","xxx .","02-SEP-1964"
"23365",27085,"CHI"," this .","02-SEP-1964"
"23366",27088,"CHI","yes a man .","02-SEP-1964"
"23367",27089,"CHI","Mommy put a man in here .","02-SEP-1964"
"23368",27090,"CHI","I'm going ma make a horsie .","02-SEP-1964"
"23369",27091,"CHI","oh dear .","02-SEP-1964"
"23370",27092,"CHI","oh !","02-SEP-1964"
"23371",27094,"CHI","yeah .","02-SEP-1964"
"23372",27095,"CHI","ye ye xxx .","02-SEP-1964"
"23373",27097,"CHI","alright .","02-SEP-1964"
"23374",27098,"CHI","oh .","02-SEP-1964"
"23375",27100,"CHI","a man .","02-SEP-1964"
"23376",27102,"CHI","a man .","02-SEP-1964"
"23377",27104,"CHI","Noah .","02-SEP-1964"
"23378",27105,"CHI","oh xxx a man you fall down .","02-SEP-1964"
"23379",27106,"CHI","oh e he fe he fall down again .","02-SEP-1964"
